score;completeness;rescuebot_action;rescuebot_location;dylanalwaystrust_action;dylanalwaystrust_location;world_nr;tick_nr
18;0.5;;(4, 14);;(4, 18);1;3076
18;0.5;;(4, 14);;(4, 18);1;3077
18;0.5;;(4, 14);;(4, 18);1;3078
18;0.5;;(4, 14);;(4, 18);1;3079
18;0.5;;(4, 14);MoveEast;(5, 18);1;3080
18;0.5;;(4, 14);MoveEast;(6, 18);1;3081
18;0.5;;(4, 14);MoveEast;(7, 18);1;3082
18;0.5;;(4, 14);MoveEast;(8, 18);1;3083
18;0.5;;(4, 14);MoveEast;(9, 18);1;3084
18;0.5;;(4, 14);MoveEast;(10, 18);1;3085
18;0.5;;(4, 14);MoveEast;(10, 18);1;3086
18;0.5;;(4, 14);MoveEast;(10, 18);1;3087
18;0.5;;(4, 14);MoveEast;(10, 18);1;3088
18;0.5;;(4, 14);MoveEast;(10, 18);1;3089
18;0.5;;(4, 14);MoveEast;(10, 18);1;3090
18;0.5;;(4, 14);MoveEast;(11, 18);1;3091
18;0.5;;(4, 14);MoveEast;(11, 18);1;3092
18;0.5;;(4, 14);MoveEast;(11, 18);1;3093
18;0.5;;(4, 14);MoveEast;(11, 18);1;3094
18;0.5;;(4, 14);MoveEast;(11, 18);1;3095
18;0.5;;(4, 14);MoveEast;(11, 18);1;3096
18;0.5;;(4, 14);MoveEast;(12, 18);1;3097
18;0.5;;(4, 14);MoveEast;(12, 18);1;3098
18;0.5;;(4, 14);MoveEast;(12, 18);1;3099
18;0.5;;(4, 14);MoveEast;(12, 18);1;3100
18;0.5;;(4, 14);MoveEast;(12, 18);1;3101
18;0.5;;(4, 14);MoveEast;(12, 18);1;3102
18;0.5;;(4, 14);MoveEast;(13, 18);1;3103
18;0.5;;(4, 14);MoveEast;(13, 18);1;3104
18;0.5;;(4, 14);MoveEast;(13, 18);1;3105
18;0.5;;(4, 14);MoveEast;(13, 18);1;3106
18;0.5;;(4, 14);MoveEast;(13, 18);1;3107
18;0.5;;(4, 14);MoveEast;(13, 18);1;3108
18;0.5;;(4, 14);MoveEast;(14, 18);1;3109
18;0.5;;(4, 14);MoveEast;(14, 18);1;3110
18;0.5;;(4, 14);MoveEast;(14, 18);1;3111
18;0.5;;(4, 14);MoveEast;(14, 18);1;3112
18;0.5;;(4, 14);MoveEast;(14, 18);1;3113
18;0.5;;(4, 14);MoveEast;(14, 18);1;3114
18;0.5;;(4, 14);MoveEast;(15, 18);1;3115
18;0.5;;(4, 14);MoveEast;(16, 18);1;3116
18;0.5;;(4, 14);;(16, 18);1;3117
18;0.5;;(4, 14);;(16, 18);1;3118
18;0.5;;(4, 14);;(16, 18);1;3119
18;0.5;;(4, 14);;(16, 18);1;3120
18;0.5;;(4, 14);;(16, 18);1;3121
18;0.5;;(4, 14);;(16, 18);1;3122
18;0.5;;(4, 14);MoveEast;(17, 18);1;3123
18;0.5;;(4, 14);;(17, 18);1;3124
18;0.5;;(4, 14);;(17, 18);1;3125
18;0.5;;(4, 14);;(17, 18);1;3126
18;0.5;;(4, 14);;(17, 18);1;3127
18;0.5;;(4, 14);;(17, 18);1;3128
18;0.5;;(4, 14);;(17, 18);1;3129
18;0.5;;(4, 14);;(17, 18);1;3130
18;0.5;;(4, 14);;(17, 18);1;3131
18;0.5;;(4, 14);MoveEast;(18, 18);1;3132
18;0.5;;(4, 14);;(18, 18);1;3133
18;0.5;;(4, 14);;(18, 18);1;3134
18;0.5;;(4, 14);;(18, 18);1;3135
18;0.5;;(4, 14);;(18, 18);1;3136
18;0.5;;(4, 14);;(18, 18);1;3137
18;0.5;;(4, 14);;(18, 18);1;3138
18;0.5;;(4, 14);;(18, 18);1;3139
18;0.5;;(4, 14);MoveEast;(19, 18);1;3140
18;0.5;;(4, 14);;(19, 18);1;3141
18;0.5;;(4, 14);MoveEast;(20, 18);1;3142
18;0.5;;(4, 14);;(20, 18);1;3143
18;0.5;;(4, 14);;(20, 18);1;3144
18;0.5;;(4, 14);;(20, 18);1;3145
18;0.5;;(4, 14);;(20, 18);1;3146
18;0.5;;(4, 14);;(20, 18);1;3147
18;0.5;;(4, 14);;(20, 18);1;3148
18;0.5;;(4, 14);;(20, 18);1;3149
18;0.5;;(4, 14);;(20, 18);1;3150
18;0.5;;(4, 14);MoveEast;(20, 18);1;3151
18;0.5;;(4, 14);MoveEast;(20, 18);1;3152
18;0.5;;(4, 14);MoveEast;(20, 18);1;3153
18;0.5;;(4, 14);MoveEast;(20, 18);1;3154
18;0.5;;(4, 14);MoveEast;(20, 18);1;3155
18;0.5;;(4, 14);MoveEast;(21, 18);1;3156
18;0.5;;(4, 14);;(21, 18);1;3157
18;0.5;;(4, 14);;(21, 18);1;3158
18;0.5;;(4, 14);MoveEast;(22, 18);1;3159
18;0.5;;(4, 14);;(22, 18);1;3160
18;0.5;;(4, 14);;(22, 18);1;3161
18;0.5;;(4, 14);;(22, 18);1;3162
18;0.5;;(4, 14);;(22, 18);1;3163
18;0.5;;(4, 14);;(22, 18);1;3164
18;0.5;;(4, 14);;(22, 18);1;3165
18;0.5;;(4, 14);;(22, 18);1;3166
18;0.5;;(4, 14);;(22, 18);1;3167
18;0.5;;(4, 14);;(22, 18);1;3168
18;0.5;;(4, 14);;(22, 18);1;3169
18;0.5;;(4, 14);MoveNorth;(22, 17);1;3170
18;0.5;;(4, 14);;(22, 17);1;3171
18;0.5;;(4, 14);;(22, 17);1;3172
18;0.5;;(4, 14);;(22, 17);1;3173
18;0.5;;(4, 14);;(22, 17);1;3174
18;0.5;;(4, 14);;(22, 17);1;3175
18;0.5;;(4, 14);;(22, 17);1;3176
18;0.5;;(4, 14);;(22, 17);1;3177
18;0.5;;(4, 14);MoveEast;(23, 17);1;3178
18;0.5;;(4, 14);;(23, 17);1;3179
18;0.5;;(4, 14);;(23, 17);1;3180
18;0.5;;(4, 14);;(23, 17);1;3181
18;0.5;;(4, 14);;(23, 17);1;3182
18;0.5;;(4, 14);;(23, 17);1;3183
18;0.5;;(4, 14);MoveNorth;(23, 16);1;3184
18;0.5;;(4, 14);;(23, 16);1;3185
18;0.5;;(4, 14);;(23, 16);1;3186
18;0.5;;(4, 14);;(23, 16);1;3187
18;0.5;;(4, 14);;(23, 16);1;3188
18;0.5;;(4, 14);MoveNorth;(23, 15);1;3189
18;0.5;;(4, 14);;(23, 15);1;3190
18;0.5;;(4, 14);;(23, 15);1;3191
18;0.5;;(4, 14);;(23, 15);1;3192
18;0.5;;(4, 14);;(23, 15);1;3193
18;0.5;;(4, 14);;(23, 15);1;3194
18;0.5;;(4, 14);MoveNorth;(23, 14);1;3195
18;0.5;;(4, 14);;(23, 14);1;3196
18;0.5;;(4, 14);;(23, 14);1;3197
18;0.5;;(4, 14);MoveNorth;(23, 13);1;3198
18;0.5;;(4, 14);;(23, 13);1;3199
18;0.5;;(4, 14);;(23, 13);1;3200
18;0.5;;(4, 14);MoveNorth;(23, 12);1;3201
18;0.5;;(4, 14);;(23, 12);1;3202
18;0.5;;(4, 14);;(23, 12);1;3203
18;0.5;;(4, 14);;(23, 12);1;3204
18;0.5;;(4, 14);;(23, 12);1;3205
18;0.5;;(4, 14);;(23, 12);1;3206
18;0.5;;(4, 14);MoveNorth;(23, 11);1;3207
18;0.5;;(4, 14);;(23, 11);1;3208
18;0.5;;(4, 14);;(23, 11);1;3209
18;0.5;;(4, 14);;(23, 11);1;3210
18;0.5;;(4, 14);;(23, 11);1;3211
18;0.5;;(4, 14);;(23, 11);1;3212
18;0.5;;(4, 14);;(23, 11);1;3213
18;0.5;;(4, 14);;(23, 11);1;3214
18;0.5;;(4, 14);;(23, 11);1;3215
18;0.5;;(4, 14);;(23, 11);1;3216
18;0.5;;(4, 14);;(23, 11);1;3217
18;0.5;;(4, 14);MoveNorth;(23, 10);1;3218
18;0.5;;(4, 14);;(23, 10);1;3219
18;0.5;;(4, 14);;(23, 10);1;3220
18;0.5;;(4, 14);;(23, 10);1;3221
18;0.5;;(4, 14);;(23, 10);1;3222
18;0.5;;(4, 14);;(23, 10);1;3223
18;0.5;;(4, 14);;(23, 10);1;3224
18;0.5;;(4, 14);;(23, 10);1;3225
18;0.5;;(4, 14);;(23, 10);1;3226
18;0.5;;(4, 14);;(23, 10);1;3227
18;0.5;;(4, 14);;(23, 10);1;3228
18;0.5;;(4, 14);;(23, 10);1;3229
18;0.5;;(4, 14);;(23, 10);1;3230
18;0.5;;(4, 14);;(23, 10);1;3231
18;0.5;;(4, 14);;(23, 10);1;3232
18;0.5;;(4, 14);;(23, 10);1;3233
18;0.5;;(4, 14);;(23, 10);1;3234
18;0.5;;(4, 14);;(23, 10);1;3235
18;0.5;;(4, 14);;(23, 10);1;3236
18;0.5;;(4, 14);;(23, 10);1;3237
18;0.5;;(4, 14);;(23, 10);1;3238
18;0.5;;(4, 14);;(23, 10);1;3239
18;0.5;;(4, 14);;(23, 10);1;3240
18;0.5;;(4, 14);;(23, 10);1;3241
24;0.625;;(23, 10);DropObjectTogether;(23, 10);1;3242
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3243
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3244
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3245
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3246
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3247
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3248
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3249
24;0.625;MoveSouthWest;(23, 10);;(23, 10);1;3250
24;0.625;MoveSouthWest;(22, 11);;(23, 10);1;3251
24;0.625;MoveSouthWest;(22, 11);;(23, 10);1;3252
24;0.625;MoveSouthWest;(22, 11);MoveSouth;(23, 11);1;3253
24;0.625;MoveSouthWest;(22, 11);;(23, 11);1;3254
24;0.625;MoveSouthWest;(22, 11);;(23, 11);1;3255
24;0.625;MoveSouthWest;(22, 11);;(23, 11);1;3256
24;0.625;MoveSouthWest;(22, 11);;(23, 11);1;3257
24;0.625;MoveSouthWest;(22, 11);;(23, 11);1;3258
24;0.625;MoveSouthWest;(22, 11);;(23, 11);1;3259
24;0.625;MoveSouthWest;(21, 12);;(23, 11);1;3260
24;0.625;MoveSouthWest;(21, 12);;(23, 11);1;3261
24;0.625;MoveSouthWest;(21, 12);MoveSouth;(23, 12);1;3262
24;0.625;MoveSouthWest;(21, 12);;(23, 12);1;3263
24;0.625;MoveSouthWest;(21, 12);;(23, 12);1;3264
24;0.625;MoveSouthWest;(21, 12);MoveSouth;(23, 13);1;3265
24;0.625;MoveSouthWest;(21, 12);;(23, 13);1;3266
24;0.625;MoveSouthWest;(21, 12);;(23, 13);1;3267
24;0.625;MoveSouthWest;(21, 12);MoveSouth;(23, 14);1;3268
24;0.625;MoveSouthWest;(20, 13);;(23, 14);1;3269
24;0.625;MoveSouthWest;(20, 13);MoveSouth;(23, 15);1;3270
24;0.625;MoveSouthWest;(20, 13);;(23, 15);1;3271
24;0.625;MoveSouthWest;(20, 13);;(23, 15);1;3272
24;0.625;MoveSouthWest;(20, 13);;(23, 15);1;3273
24;0.625;MoveSouthWest;(20, 13);;(23, 15);1;3274
24;0.625;MoveSouthWest;(20, 13);;(23, 15);1;3275
24;0.625;MoveSouthWest;(20, 13);MoveSouth;(23, 16);1;3276
24;0.625;MoveSouthWest;(20, 13);;(23, 16);1;3277
24;0.625;MoveSouthWest;(19, 14);;(23, 16);1;3278
24;0.625;MoveSouthWest;(19, 14);;(23, 16);1;3279
24;0.625;MoveSouthWest;(19, 14);;(23, 16);1;3280
24;0.625;MoveSouthWest;(19, 14);MoveSouth;(23, 17);1;3281
24;0.625;MoveSouthWest;(19, 14);;(23, 17);1;3282
24;0.625;MoveSouthWest;(19, 14);;(23, 17);1;3283
24;0.625;MoveSouthWest;(19, 14);;(23, 17);1;3284
24;0.625;MoveSouthWest;(19, 14);;(23, 17);1;3285
24;0.625;MoveSouthWest;(19, 14);;(23, 17);1;3286
24;0.625;MoveSouthWest;(18, 15);;(23, 17);1;3287
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3288
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3289
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3290
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3291
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3292
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3293
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3294
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3295
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3296
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3297
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3298
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3299
24;0.625;MoveSouth;(18, 15);;(23, 17);1;3300
24;0.625;MoveSouth;(18, 16);;(23, 17);1;3301
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3302
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3303
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3304
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3305
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3306
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3307
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3308
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3309
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3310
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3311
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3312
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3313
24;0.625;MoveSouthWest;(18, 16);;(23, 17);1;3314
24;0.625;MoveSouthWest;(17, 17);;(23, 17);1;3315
24;0.625;MoveWest;(17, 17);;(23, 17);1;3316
24;0.625;MoveWest;(17, 17);;(23, 17);1;3317
24;0.625;MoveWest;(17, 17);;(23, 17);1;3318
24;0.625;MoveWest;(17, 17);;(23, 17);1;3319
24;0.625;MoveWest;(17, 17);;(23, 17);1;3320
24;0.625;MoveWest;(17, 17);;(23, 17);1;3321
24;0.625;MoveWest;(17, 17);;(23, 17);1;3322
24;0.625;MoveWest;(17, 17);;(23, 17);1;3323
24;0.625;MoveWest;(17, 17);;(23, 17);1;3324
24;0.625;MoveWest;(17, 17);;(23, 17);1;3325
24;0.625;MoveWest;(17, 17);;(23, 17);1;3326
24;0.625;MoveWest;(17, 17);;(23, 17);1;3327
24;0.625;MoveWest;(17, 17);;(23, 17);1;3328
24;0.625;MoveWest;(16, 17);;(23, 17);1;3329
24;0.625;MoveWest;(16, 17);;(23, 17);1;3330
24;0.625;MoveWest;(16, 17);;(23, 17);1;3331
24;0.625;MoveWest;(16, 17);MoveSouth;(23, 18);1;3332
24;0.625;MoveWest;(16, 17);;(23, 18);1;3333
24;0.625;MoveWest;(16, 17);;(23, 18);1;3334
24;0.625;MoveWest;(16, 17);MoveWest;(22, 18);1;3335
24;0.625;MoveWest;(16, 17);;(22, 18);1;3336
24;0.625;MoveWest;(16, 17);;(22, 18);1;3337
24;0.625;MoveWest;(16, 17);;(22, 18);1;3338
24;0.625;MoveWest;(16, 17);MoveWest;(21, 18);1;3339
24;0.625;MoveWest;(16, 17);MoveWest;(20, 18);1;3340
24;0.625;MoveWest;(16, 17);MoveWest;(20, 18);1;3341
24;0.625;MoveWest;(16, 17);MoveWest;(20, 18);1;3342
24;0.625;MoveWest;(15, 17);MoveWest;(20, 18);1;3343
24;0.625;MoveWest;(15, 17);MoveWest;(20, 18);1;3344
24;0.625;MoveWest;(15, 17);MoveWest;(20, 18);1;3345
24;0.625;MoveWest;(15, 17);MoveWest;(19, 18);1;3346
24;0.625;MoveWest;(15, 17);MoveWest;(18, 18);1;3347
24;0.625;MoveWest;(15, 17);MoveWest;(17, 18);1;3348
24;0.625;MoveWest;(15, 17);MoveWest;(16, 18);1;3349
24;0.625;MoveWest;(15, 17);MoveWest;(15, 18);1;3350
24;0.625;MoveWest;(15, 17);MoveWest;(14, 18);1;3351
24;0.625;MoveWest;(14, 17);MoveWest;(14, 18);1;3352
24;0.625;MoveWest;(14, 17);MoveWest;(14, 18);1;3353
24;0.625;MoveWest;(14, 17);MoveWest;(14, 18);1;3354
24;0.625;MoveWest;(14, 17);MoveWest;(14, 18);1;3355
24;0.625;MoveWest;(14, 17);MoveWest;(14, 18);1;3356
24;0.625;MoveWest;(14, 17);MoveWest;(13, 18);1;3357
24;0.625;MoveWest;(14, 17);MoveWest;(13, 18);1;3358
24;0.625;MoveWest;(14, 17);MoveWest;(13, 18);1;3359
24;0.625;MoveWest;(14, 17);MoveWest;(13, 18);1;3360
24;0.625;MoveWest;(14, 17);MoveWest;(13, 18);1;3361
24;0.625;MoveWest;(14, 17);MoveWest;(13, 18);1;3362
24;0.625;MoveWest;(14, 17);MoveWest;(12, 18);1;3363
24;0.625;MoveWest;(14, 17);MoveWest;(12, 18);1;3364
24;0.625;MoveWest;(14, 17);MoveWest;(12, 18);1;3365
24;0.625;MoveWest;(13, 17);MoveWest;(12, 18);1;3366
24;0.625;MoveWest;(13, 17);MoveWest;(12, 18);1;3367
24;0.625;MoveWest;(13, 17);MoveWest;(12, 18);1;3368
24;0.625;MoveWest;(13, 17);MoveWest;(11, 18);1;3369
24;0.625;MoveWest;(13, 17);MoveWest;(11, 18);1;3370
24;0.625;MoveWest;(13, 17);MoveWest;(11, 18);1;3371
24;0.625;MoveWest;(13, 17);MoveWest;(11, 18);1;3372
24;0.625;MoveWest;(13, 17);MoveWest;(11, 18);1;3373
24;0.625;MoveWest;(13, 17);MoveWest;(11, 18);1;3374
24;0.625;MoveWest;(12, 17);MoveWest;(10, 18);1;3375
24;0.625;MoveWest;(12, 17);MoveWest;(10, 18);1;3376
24;0.625;MoveWest;(12, 17);MoveWest;(10, 18);1;3377
24;0.625;MoveWest;(12, 17);MoveWest;(10, 18);1;3378
24;0.625;MoveWest;(12, 17);MoveWest;(10, 18);1;3379
24;0.625;MoveWest;(12, 17);MoveWest;(10, 18);1;3380
24;0.625;MoveWest;(12, 17);MoveWest;(9, 18);1;3381
24;0.625;MoveWest;(12, 17);MoveWest;(8, 18);1;3382
24;0.625;MoveWest;(12, 17);;(8, 18);1;3383
24;0.625;MoveWest;(11, 17);;(8, 18);1;3384
24;0.625;MoveWest;(11, 17);;(8, 18);1;3385
24;0.625;MoveWest;(11, 17);;(8, 18);1;3386
24;0.625;MoveWest;(11, 17);MoveWest;(7, 18);1;3387
24;0.625;MoveWest;(11, 17);;(7, 18);1;3388
24;0.625;MoveWest;(11, 17);;(7, 18);1;3389
24;0.625;MoveWest;(11, 17);;(7, 18);1;3390
24;0.625;MoveWest;(11, 17);;(7, 18);1;3391
24;0.625;MoveWest;(11, 17);;(7, 18);1;3392
24;0.625;MoveWest;(10, 17);MoveEast;(8, 18);1;3393
24;0.625;MoveWest;(10, 17);;(8, 18);1;3394
24;0.625;MoveWest;(10, 17);;(8, 18);1;3395
24;0.625;MoveWest;(10, 17);;(8, 18);1;3396
24;0.625;MoveWest;(10, 17);;(8, 18);1;3397
24;0.625;MoveWest;(10, 17);MoveEast;(9, 18);1;3398
24;0.625;MoveWest;(10, 17);;(9, 18);1;3399
24;0.625;MoveWest;(10, 17);;(9, 18);1;3400
24;0.625;MoveWest;(10, 17);;(9, 18);1;3401
24;0.625;MoveWest;(9, 17);;(9, 18);1;3402
24;0.625;MoveWest;(9, 17);;(9, 18);1;3403
24;0.625;MoveWest;(9, 17);;(9, 18);1;3404
24;0.625;MoveWest;(9, 17);;(9, 18);1;3405
24;0.625;MoveWest;(9, 17);;(9, 18);1;3406
24;0.625;MoveWest;(9, 17);;(9, 18);1;3407
24;0.625;MoveWest;(9, 17);;(9, 18);1;3408
24;0.625;MoveWest;(9, 17);;(9, 18);1;3409
24;0.625;MoveWest;(9, 17);;(9, 18);1;3410
24;0.625;MoveWest;(8, 17);;(9, 18);1;3411
24;0.625;MoveWest;(8, 17);;(9, 18);1;3412
24;0.625;MoveWest;(8, 17);;(9, 18);1;3413
24;0.625;MoveWest;(8, 17);;(9, 18);1;3414
24;0.625;MoveWest;(8, 17);;(9, 18);1;3415
24;0.625;MoveWest;(8, 17);;(9, 18);1;3416
24;0.625;MoveWest;(8, 17);;(9, 18);1;3417
24;0.625;MoveWest;(8, 17);;(9, 18);1;3418
24;0.625;MoveWest;(8, 17);;(9, 18);1;3419
24;0.625;MoveWest;(8, 17);;(9, 18);1;3420
24;0.625;MoveWest;(8, 17);;(9, 18);1;3421
24;0.625;MoveWest;(8, 17);;(9, 18);1;3422
24;0.625;MoveWest;(8, 17);;(9, 18);1;3423
24;0.625;MoveWest;(8, 17);;(9, 18);1;3424
24;0.625;MoveWest;(7, 17);;(9, 18);1;3425
24;0.625;MoveWest;(7, 17);;(9, 18);1;3426
24;0.625;MoveWest;(7, 17);;(9, 18);1;3427
24;0.625;MoveWest;(7, 17);;(9, 18);1;3428
24;0.625;MoveWest;(7, 17);;(9, 18);1;3429
24;0.625;MoveWest;(7, 17);;(9, 18);1;3430
24;0.625;MoveWest;(7, 17);;(9, 18);1;3431
24;0.625;MoveWest;(7, 17);;(9, 18);1;3432
24;0.625;MoveWest;(7, 17);;(9, 18);1;3433
24;0.625;MoveWest;(7, 17);;(9, 18);1;3434
24;0.625;MoveWest;(7, 17);;(9, 18);1;3435
24;0.625;MoveWest;(7, 17);;(9, 18);1;3436
24;0.625;MoveWest;(7, 17);;(9, 18);1;3437
24;0.625;MoveWest;(7, 17);;(9, 18);1;3438
24;0.625;MoveWest;(6, 17);;(9, 18);1;3439
24;0.625;MoveWest;(6, 17);;(9, 18);1;3440
24;0.625;MoveWest;(6, 17);;(9, 18);1;3441
24;0.625;MoveWest;(6, 17);;(9, 18);1;3442
24;0.625;MoveWest;(6, 17);;(9, 18);1;3443
24;0.625;MoveWest;(6, 17);;(9, 18);1;3444
24;0.625;MoveWest;(6, 17);;(9, 18);1;3445
24;0.625;MoveWest;(6, 17);;(9, 18);1;3446
24;0.625;MoveWest;(6, 17);MoveNorth;(9, 17);1;3447
24;0.625;MoveWest;(6, 17);;(9, 17);1;3448
24;0.625;MoveWest;(6, 17);;(9, 17);1;3449
24;0.625;MoveWest;(6, 17);;(9, 17);1;3450
24;0.625;MoveWest;(6, 17);;(9, 17);1;3451
24;0.625;MoveWest;(6, 17);;(9, 17);1;3452
24;0.625;MoveWest;(5, 17);;(9, 17);1;3453
24;0.625;MoveWest;(5, 17);;(9, 17);1;3454
24;0.625;MoveWest;(5, 17);;(9, 17);1;3455
24;0.625;MoveWest;(5, 17);;(9, 17);1;3456
24;0.625;MoveWest;(5, 17);;(9, 17);1;3457
24;0.625;MoveWest;(5, 17);;(9, 17);1;3458
24;0.625;MoveWest;(5, 17);MoveSouth;(9, 18);1;3459
24;0.625;MoveWest;(5, 17);;(9, 18);1;3460
24;0.625;MoveWest;(5, 17);;(9, 18);1;3461
24;0.625;MoveWest;(5, 17);;(9, 18);1;3462
24;0.625;MoveWest;(5, 17);;(9, 18);1;3463
24;0.625;MoveWest;(5, 17);;(9, 18);1;3464
24;0.625;MoveWest;(5, 17);;(9, 18);1;3465
24;0.625;MoveWest;(5, 17);;(9, 18);1;3466
24;0.625;MoveWest;(4, 17);;(9, 18);1;3467
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3468
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3469
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3470
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3471
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3472
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3473
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3474
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3475
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3476
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3477
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3478
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3479
24;0.625;MoveSouthWest;(4, 17);;(9, 18);1;3480
24;0.625;MoveSouthWest;(3, 18);;(9, 18);1;3481
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3482
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3483
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3484
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3485
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3486
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3487
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3488
24;0.625;MoveSouth;(3, 18);;(9, 18);1;3489
24;0.625;MoveSouth;(3, 19);;(9, 18);1;3490
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3491
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3492
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3493
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3494
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3495
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3496
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3497
24;0.625;MoveSouthWest;(3, 19);;(9, 18);1;3498
24;0.625;MoveSouthWest;(2, 20);;(9, 18);1;3499
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3500
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3501
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3502
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3503
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3504
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3505
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3506
24;0.625;MoveSouthEast;(2, 20);;(9, 18);1;3507
24;0.625;MoveSouthEast;(3, 21);;(9, 18);1;3508
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3509
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3510
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3511
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3512
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3513
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3514
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3515
24;0.625;MoveNorthEast;(3, 21);;(9, 18);1;3516
24;0.625;MoveNorthEast;(4, 20);;(9, 18);1;3517
24;0.625;;(4, 20);;(9, 18);1;3518
24;0.625;;(4, 20);;(9, 18);1;3519
24;0.625;;(4, 20);;(9, 18);1;3520
24;0.625;;(4, 20);;(9, 18);1;3521
24;0.625;;(4, 20);;(9, 18);1;3522
24;0.625;;(4, 20);;(9, 18);1;3523
24;0.625;;(4, 20);;(9, 18);1;3524
24;0.625;;(4, 20);;(9, 18);1;3525
24;0.625;;(4, 20);;(9, 18);1;3526
24;0.625;;(4, 20);;(9, 18);1;3527
24;0.625;;(4, 20);;(9, 18);1;3528
24;0.625;;(4, 20);;(9, 18);1;3529
24;0.625;Idle;(4, 20);;(9, 18);1;3530
24;0.625;Idle;(4, 20);;(9, 18);1;3531
24;0.625;Idle;(4, 20);;(9, 18);1;3532
24;0.625;Idle;(4, 20);;(9, 18);1;3533
24;0.625;Idle;(4, 20);;(9, 18);1;3534
24;0.625;Idle;(4, 20);;(9, 18);1;3535
24;0.625;Idle;(4, 20);;(9, 18);1;3536
24;0.625;Idle;(4, 20);;(9, 18);1;3537
24;0.625;Idle;(4, 20);;(9, 18);1;3538
24;0.625;Idle;(4, 20);;(9, 18);1;3539
